question,intent, intent
តើ Robot ឯង បង្កើត ដោយ បង ណារី/B-PER ពិត ឬ អត់ ? , Ask About Creator,
ខ្ញុំ លាសិន ហើយ Robot,SayGoodbye,
តើ ពិត ជា មាន ប្រទេស អង់ដូរ៉ា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន ស្តាត/B-ORG អាប់/I-ORG អ្វី ខ្លះ នៅ នឹង កន្លែង នេះ ?,, Ask For Start Up In The Innovation Center
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG ព្រះ/I-ORG កុសុមៈ/I-ORG មាន កន្លែង ណា លេង ទេ ? , Ask About Playground,
តើ មាន កម្ម វិធី សិក្សា អី ខ្លះ នៅ ខាង អាយធី/B-MAJOR ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស សាធារណរដ្ឋ/B-GPE ឆេក/I-GPE មែន ឬ ទេ ?,IsCountryExist,
មាន កន្លែង បន្ទោរ បង់ ទេ នៅ អាគារ នេះ ?,DoesToiletExist,
មនុស្ស យន្ត សួម ជួយ ប្រាប់ បន្ទិច បាន ទេ ថា បន្ទប់ ធ្វើ កិច្ច ប្រជុំ ទាក់ ទង នឹង ការងារ/B-ANN ស្ម័គ្រ/I-ANN ចិត្ត/I-ANN នៅ កន្លែង ណា ?,FindMeetingRoom,
តើ មាន កម្ម វិធី សិក្សា ស្អី គេ ខ្លះ ខាង Telecoms ?,CuriculumInEachMajor,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR កន្លែង បត់ ជើង នៅ កន្លែង ណា ?,FindToilet,
តើ ពិត ជា មាន ប្រទេស អ៊ូសបេគីស្ថាន ឬ អត់ ?,IsCountryExist,
សុំ សួរ មួយ Robotតើ នៅ កន្លែង នេះ មាន បង្គន់ អណាម័យ ទេ ?,DoesToiletExist,
តើ ផ្នែក ស្រាវជ្រាវ ធ្វើ ការ នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ ប្រទេស បាហាម៉ា/B-GPE មាន ឬ អត់ ?,IsCountryExist,
តើ រ៉ូបូត ឯង បង្កើត ដោយ សុកហេង/B-PER មែនឫ ទេ ? , Ask About Creator,
ចូល ប្រាប់ CADT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
អាច ដឹង ពី ភាព ជោគ ជ័យ របស់ លោក/B-PER សំបឿន/I-PER ?,AskAboutTopManagementPersonal,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ បង សុក/B-PER ហេង/I-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
តើ រោង ជាង ត្រូវ បាន ផលិត ដោយ IDT/B-ORG ពិត ឫ ទេ ? , Ask About Makerspace,
តើ យើង អាច រក បន្ទប់/B-ROOM ១០១/I-ROOM តាម ណា ?,FindRoom,
តើ ខ្ញុំ អាច រក បន្ទប់/B-ROOM ១០៣/I-ROOM តាម របៀប ណា បាន ?,FindRoom,
បង្ហាញ ខ្ញុំ នៅ ឯ CADT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ សិស្ស ? ,AskAboutResearch,
សុំ សួរ មួយ រ៉ូបូតតើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR មាន កន្លែង នោម ទេ ?,DoesToiletExist,
មេត្តា ប្រាប់ ខ្ញុំ កន្លែង របស់ កន្លែង ប្រជុំ មក មនុស្ស យន្ត,FindMeetingRoom,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG មាន កន្លែង លកបាយ ដែល ឫ ទេ ? , Ask About Canteen,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ម៉ានុត/B-PER ពិត ឬ អត់ ? , Ask About Creator,
ណាបន្ទប់ ប្រជុំ ការណ៍ ជាមួយ លោក/B-PER Alexander/I-PER ?,FindMeetingRoom,
មាន បង្គន់ ទេ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR ?,DoesToiletExist,
តើ មាន កម្ម វិធី សិក្សា អី ខ្លះ នៅ ខាង ជំនាញ e -commerce ពាណិជ្ជ កម្ម អេឡិចត្រូនិច ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស សាធារណរដ្ឋ/B-GPE កៀហ្ស៊ីស៊ី/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
នៅ នឹង មាន Research អ្វី សម្រាប់ បុគ្គលិក ? ,AskAboutResearch,
តើ មាន រឿង រំភើប អ្វី ខ្លះ នៅ ឯ CADT/B-ORG ?,AskAboutTrendingNews,
តើ មាន ព័ត៌មាន រំភើប អត់ នៅ ណិពទិច/B-ORG ?,AskAboutTrendingNews,
តើ លេខ ទូរសព្ទ របស់ បុគ្គលិក ផ្នែក ធនធាន មនុស្ស លេខ ប៉ុន្មាន ?,AskAboutStaffPhoneNumber,
តើ បន្ទប់/B-ROOM ២០២/I-ROOM នៅ ទី ណា បាន ទេ ?,FindRoom,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ យ៉ា/B-PER ពិត ទេ ? , Ask About Creator,
តើ យើង អាច រក បន្ទប់/B-ROOM ប្រជុំ/I-ROOM តាម របៀប ណា បាន ?,FindRoom,
តើ Makerspace ត្រូវ បាន ផលិត ដោយ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG អប់រំ/I-ORG មែន ទេ ? , Ask About Makerspace,
តើ មាន កម្ម វិធី សិក្សា ស្អី គេ ខ្លះ នៅ ខាង អុីខមមើស ?,CuriculumInEachMajor,
តើ មាន រឿង សម្រាប់ បុគ្គលិក ថ្មី អ្វី Cambodia/B-ORG Academy/I-ORG of/I-ORG Digital/I-ORG Technology/B-ORG ?,AskAboutTrendingNews,
តើ បន្ទប់/B-ROOM គាំទ្រ/I-ROOM ការ/I-ROOM បង្រៀន/I-ROOM នៅ ទី ណា ?,FindRoom,
តើ មាន វីធីណា ដែល អាច នាំ ខ្ញុំ ទៅ រក បន្ទប់ របស់ លោក គ្រូ នាយក សុខា/B-PER បាន ទេ ?,FindRoom,
មាន បង្គន់ អណាម័យ ឬ អត់ នៅ ជាន់ នេះ ?,DoesToiletExist,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ លោក គ្រូលីហៀក/B-PER មែន ទេ ? , Ask About Creator,
អ្នក មើល ការ ខុស ត្រូវ នៅ computerscience នរណា ជា ?,AskAboutTopManagementPersonal,
តើ មាន ព័ត៌មាន សម្រាប់ បុគ្គលិក អត់ នៅ ឯ នេះ ?,AskAboutTrendingNews,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM ២០២/I-ROOM នៅ ទី ណា បាន ទេ ?,FindRoom,
តើ រោង ជាង ត្រូវ បាន ផលិត ដោយ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG ពិត ឫ ទេ ? , Ask About Makerspace,
តើ នៅ IDG/B-ORG មាន កន្លែង លកបាយ ដែល ឫ ទេ ? , Ask About Canteen,
តើ មាន ប្រទេស កោះ កៃម៉ាន មែន ឬ ទេ ?,IsCountryExist,
ប្រាប់ នេះ Research លើ សម្រាប់ អ្នក មក មើល ? ,AskAboutResearch,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់ នេះ មាន បង្គន់ ឬ អត់ ?,DoesToiletExist,
តើ មាន ក្រុម ហ៊ុន អី ខ្លះ នៅ ក្នុង ទី នេះ ?,, Ask For Company In The Innovation Center
តើ មាន ធុរ/B-ORG កិច្ច/I-ORG ណា ខ្លះ នៅ នឹង កន្លែង នេះ ?,, Ask For Start Up In The Innovation Center
តើ Telecomsand Networking មាន កម្ម វិធី រៀន ស្អី គេ ខ្លះ ?,CuriculumInEachMajor,
តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR មាន កន្លែង លក់ បាយ ទេ ? , Ask About Canteen,
តើ ប្រទេស ហ្គឺនស៊ី មាន ឬ អត់ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់/B-ROOM ៣០៦/I-ROOM នៅ កន្លែង ណា ?,FindRoom,
តើ មាន រឿង សម្រាប់ សិស្ស ថ្មី អ្វី ខ្លះ កន្លែង នេះ ?,AskAboutTrendingNews,
នៅ ជាន់ នេះ បង្គន់ បត់ ជើង នៅ កន្លែង ណា ?,FindToilet,
តើ នៅ អាយឌីអអាយ/B-ORG មាន អាហារដ្ឋាន ទេ ? , Ask About Canteen,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ ផានន្ទ/B-PER ពិត ឬ ទេ ? , Ask About Creator,
តើ វិទ្យា/B-MAJOR សាស្រ្ត/I-MAJOR កុំព្យូទ័រ/I-MAJOR មាន កម្ម វិធី រៀន អី ខ្លះ ?,CuriculumInEachMajor,
តើ មាន ស្ថាប័ន អ្វី នៅ នឹង អគារនវានុវត្តន៍/B-BUILD ?,, Ask For Company In The Innovation Center
តើ ទី តាំង បន្ទប់ របស់ ផ្នែក អេហ្វអ នៅ ជាន់ ទី ប៉ុន្មាន ?,AskAboutStaffRoom,
តើ ប្រទេស ដាណឺម៉ាក/B-GPE មាន ឬ អត់ ?,IsCountryExist,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ ក្នុង កន្លែង នេះ ទេ ?,, Is Company Exist
តើ ទី តាំង ធ្វើ ការ របស់ បង សិរី/B-PER នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG ថាក់គ្លូប៊ល/I-ORG មាន កន្លែង អាហារ ទេ ? , Ask About Canteen,
មាន កន្លែង ជុះ នោម ឬ ទេ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR ?,DoesToiletExist,
តើ បន្ទប់/B-ROOM ១០១/I-ROOM នៅ ឯ ណា ?,FindRoom,
តើ ប្រទេស លីបេរីយ៉ា/B-GPE មាន ឬ អត់ ?,IsCountryExist,
តើ នៅ ទី នេះ មាន វិទ្យា/B-ORG ស្ថាន/I-ORG អភិបាល/I-ORG កិច្ជ/I-ORG ឌីជីថល/I-ORG ដែល ឫ ទេ ? , Is Institution Exist,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ សុធី/B-PER រិទ្ធ/I-PER មែន ឫ ទេ ? , Ask About Creator,
តើ មាន រឿង ប្លែក ៗ អត់ នៅ សុីអេ/B-ORG ដីធី/I-ORG ?,AskAboutTrendingNews,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់ របស់ លោក នាយក រង សុខា/B-PER នៅ ទី កន្លែង ណា ?,FindRoom,
តើ មាន ប្រទេស សៀរ៉ា/B-GPE ឡេអូន/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ មាន ព័ត៌មាន សម្រាប់ បុគ្គលិក ថ្មី អ្វី នៅ ណិពទិច/B-ORG ?,AskAboutTrendingNews,
តើ ពិត ជា មាន ប្រទេស ប៉ាណាម៉ា/B-GPE ឬ អត់ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់/B-ROOM ២០២/I-ROOM នៅ ទី ណា ?,FindRoom,
អ្នក ទទួល បន្ទុក នៅ ណេតវើក កីង អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
ទីណា បន្ទប់ ប្រជុំ ការណ៍ ជាមួយ លោក/B-PER គ្រូ/I-PER បញ្ញា/I-PER ?,FindMeetingRoom,
ប្រាប់ សុី អេ ដីធី Research លើ សម្រាប់ អ្នក ទស្សនៈ កិច្ច ? ,AskAboutResearch,
តើ ទី តាំង បន្ទប់ របស់ ផ្នែក អេហ្វអា នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ Robot ឯង បង្កើត ដោយ ផានន្ទ/B-PER ពិត ឬ អត់ ? , Ask About Creator,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM ១០១/I-ROOM នៅ ឯ ណា ?,FindRoom,
តើ ខ្ញុំ អាច រក បន្ទប់/B-ROOM ២០៣/I-ROOM តាម វីធីណា បាន ?,FindRoom,
តើ មាន រៀន ម៉េច ខ្លះ ខាង ទូរគមនាគមន៍ ?,CuriculumInEachMajor,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់/B-ROOM ១០២/I-ROOM នៅ ទី កន្លែង ណា ?,FindRoom,
កន្លែង ណា បន្ទប់ ប្រជុំ ការណ៍ ជាមួយ លោក/B-PER Alexander/I-PER ?,FindMeetingRoom,
តើ មាន ធុរ/B-ORG កិច្ច/I-ORG អី នៅ ក្នុង នេះ ?,, Ask For Start Up In The Innovation Center
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ សុកហេង/B-PER មែន ឬ អត់ ? , Ask About Creator,
អ្នក គ្រូ ណា ជា អ្នក បង្រៀន សហគ្រិន ភាព ?,FindLecturerForSubject,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ លោក គ្រូលីហៀក/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ មាន ប្រទេស តៃវ៉ាន់/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG មាន ផេ្លង ក្រោម ដែល ទេ ? , Ask About Playground,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ បង បូរី/B-PER មែន ឫ ទេ ? , Ask About Creator,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG អប់រំ/I-ORG មាន ផ្នែក អ្វី ខ្លះ ដែល មាន សារៈ សំខាន់ ? , Ask About Institution,
តើ ជាន់ ទី ២ មាន ជំនាញ ណា ខ្លះ ? , Ask About Major,
កន្លែង ប្រជុំ ពាក់ ព័ន្ធ នឹង ការងារ/B-ANN ស្ម័គ្រ/I-ANN ចិត្ត/I-ANN នៅ ទី ណា ?,FindMeetingRoom,
